timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1736376166398,2389,get_characters,200,OK,Thread Group 1-8,text,true,,65960,161,1251,1251,http://10.0.107.201:3001/characters,82,0,42
1736376166400,2809,get_characters,200,OK,Thread Group 1-51,text,true,,65960,161,1461,1461,http://10.0.107.201:3001/characters,92,0,41
1736376166399,5369,get_characters,200,OK,Thread Group 1-55,text,true,,65960,161,1500,1500,http://10.0.107.201:3001/characters,108,0,42
1736376166399,5678,get_characters,200,OK,Thread Group 1-52,text,true,,65960,161,1500,1500,http://10.0.107.201:3001/characters,179,0,42
1736376166398,6098,get_characters,200,OK,Thread Group 1-10,text,true,,65960,161,1500,1500,http://10.0.107.201:3001/characters,255,0,52
1736376166399,6324,get_characters,200,OK,Thread Group 1-44,text,true,,65960,161,1500,1500,http://10.0.107.201:3001/characters,272,0,52
1736376166398,6634,get_characters,200,OK,Thread Group 1-53,text,true,,65960,161,1500,1500,http://10.0.107.201:3001/characters,318,0,54
1736376166413,6811,get_characters,200,OK,Thread Group 1-62,text,true,,65960,161,1500,1500,http://10.0.107.201:3001/characters,340,0,39
1736376166399,6939,get_characters,200,OK,Thread Group 1-50,text,true,,65960,161,1500,1500,http://10.0.107.201:3001/characters,357,0,52
1736376166397,7268,get_characters,200,OK,Thread Group 1-6,text,true,,65960,161,1500,1500,http://10.0.107.201:3001/characters,404,0,53
1736376166397,7288,get_characters,200,OK,Thread Group 1-22,text,true,,65960,161,1500,1500,http://10.0.107.201:3001/characters,418,0,53
1736376166399,7291,get_characters,200,OK,Thread Group 1-46,text,true,,65960,161,1500,1500,http://10.0.107.201:3001/characters,429,0,53
1736376166400,7331,get_characters,200,OK,Thread Group 1-38,text,true,,65960,161,1500,1500,http://10.0.107.201:3001/characters,442,0,52
1736376166399,7351,get_characters,200,OK,Thread Group 1-23,text,true,,65960,161,1500,1500,http://10.0.107.201:3001/characters,479,0,52
1736376166428,7358,get_characters,200,OK,Thread Group 1-70,text,true,,65960,161,1500,1500,http://10.0.107.201:3001/characters,452,0,24
